,movie_id,title,movie_rating,release_date,runtime,metascore,imdb_rating,budget,boxoffice,buzz
2346,3528.0,Room 237,Not Rated,2012-10-26,102.0,80.0,6.2,125000000,210031325,11
2348,3532.0,Blancanieves,PG-13,2012-09-28,104.0,82.0,7.5,200000000,191450875,19
2349,3535.0,InAPPropriate Comedy,R,2014-07-17,83.0,1.0,2.8,125000000,186848418,20
2350,3536.0,Like Someone in Love,Not Rated,2012-09-15,109.0,76.0,7.0,150000000,181030624,19
2351,3538.0,The Summit,R,2013-11-22,95.0,63.0,6.9,93000000,176760185,39
2352,3539.0,Arthur Newman,R,2013-06-13,101.0,42.0,5.7,140000000,176654505,4
2353,3540.0,Prince Avalanche,R,2013-09-19,94.0,73.0,6.4,25000000,169705587,7
2354,3541.0,Tu seras mon fils,R,2013-08-16,102.0,67.0,6.9,32500000,169211718,7
2355,3543.0,No Place on Earth,PG-13,2013-05-09,83.0,58.0,7.0,150000000,165249063,4
2356,3544.0,Cutie and the Boxer,R,2013-08-01,82.0,83.0,7.2,130000000,149260504,4
2358,3547.0,Populaire,R,2013-09-06,111.0,58.0,6.9,90000000,143619809,28
2359,3548.0,The Broken Circle Breakdown,Not Rated,2012-10-10,111.0,70.0,7.7,110000000,142614158,1
2360,3549.0,Afternoon Delight,R,2013-09-15,98.0,50.0,5.7,80000000,133107389,10
2361,3551.0,Escape from Tomorrow,Not Rated,2014-07-19,90.0,58.0,5.1,50000000,127004179,19
2362,3552.0,Copperhead,PG-13,2013-06-28,120.0,34.0,5.6,135000000,123477607,4
2363,3554.0,On the Job,Not Rated,2013-08-28,118.0,70.0,7.0,35000000,117538559,35
2364,3555.0,Mother of George,R,2013-01-18,107.0,77.0,6.4,200000000,116601172,5
2365,3556.0,A.C.O.D.,R,2013-01-23,88.0,50.0,5.7,63000000,108085305,2
2366,3557.0,Free the Mind,Not Rated,2013-05-03,80.0,51.0,6.3,5000000,104028807,43
2368,3559.0,Tian zhu ding,Not Rated,2013-12-11,130.0,77.0,7.1,90000000,102515793,52
2369,3560.0,Somm,Not Rated,2013-06-21,94.0,58.0,7.1,19000000,100292856,14
2370,3562.0,"Syngué sabour, pierre de patience",R,2013-02-20,102.0,64.0,6.9,110000000,98780042,14
2371,3565.0,John Dies at the End,R,2012-12-27,99.0,53.0,6.4,45000000,88625922,6
2372,3566.0,Good Ol' Freda,PG,2013-09-06,86.0,60.0,7.3,110000000,85463309,6
2374,3568.0,Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,Not Rated,2013-11-25,88.0,76.0,7.1,70000000,83552429,6
2375,3570.0,Du zhan,R,2013-04-04,107.0,86.0,7.0,75000000,83504017,6
2376,3572.0,Europa Report,PG-13,2013-06-27,90.0,68.0,6.4,20000000,82624961,12
2377,3574.0,The Square,R,2017-08-25,151.0,73.0,7.2,80000000,80360866,52
2378,3579.0,Dupa dealuri,Not Rated,2012-10-26,152.0,79.0,7.5,70000000,79883359,52
2379,3583.0,Bettie Page Reveals All,R,2013-11-22,101.0,64.0,7.1,27000000,79249455,52
2380,3584.0,Augustine,Not Rated,2012-11-07,102.0,74.0,6.1,85000000,78046570,40
2381,3585.0,Big Star: Nothing Can Hurt Me,PG-13,2014-08-01,113.0,69.0,7.1,130000000,77591831,51
2382,3586.0,Upside Down,PG-13,2013-05-01,109.0,45.0,6.4,60000000,75658097,28
2383,3587.0,Computer Chess,Not Rated,2013-08-01,92.0,74.0,6.3,50000000,75624550,9
2384,3590.0,Das letzte Schweigen,Not Rated,2010-08-19,118.0,72.0,7.0,50000000,75605492,9
2385,3591.0,Spinning Plates,Not Rated,2013-10-25,93.0,65.0,7.1,79000000,74158157,8
2386,3594.0,Blue Caprice,R,2015-05-18,93.0,76.0,6.0,180000000,73864507,30
2388,3598.0,Passion,R,2013-08-30,102.0,53.0,5.3,37000000,72286779,44
2389,3599.0,Byzantium,R,2013-05-31,118.0,66.0,6.5,25000000,70662220,12
2390,3600.0,Reality,R,2012-09-28,116.0,76.0,6.8,135000000,64006466,52
2391,3601.0,We Are What We Are,R,2013-10-25,105.0,71.0,5.9,3700000,26403,13
2392,3602.0,Una noche,Not Rated,2013-01-18,90.0,68.0,6.8,50200000,62495645,25
2393,3603.0,Après mai,Not Rated,2012-11-14,122.0,76.0,6.4,38000000,58709717,25
2394,3604.0,Stuck in Love,R,2013-05-02,97.0,49.0,7.2,40000000,58009200,24
2395,3605.0,El artista y la modelo,R,2013-08-02,105.0,53.0,6.6,30000000,56816662,24
2396,3606.0,More Than Honey,Unrated,2012-11-08,95.0,70.0,7.6,35000000,55802754,4
2398,3610.0,An Oversimplification of Her Beauty,TV-MA,2013-04-12,84.0,74.0,6.4,32000000,54712227,17
2400,3613.0,Go for Sisters,Unrated,2013-03-11,123.0,59.0,6.4,1500000,54009150,3
2402,3618.0,Don't Stop Believin': Everyman's Journey,R,2013-03-08,105.0,53.0,7.0,18000000,52698535,2
2404,3621.0,The English Teacher,R,2013-08-01,93.0,42.0,5.8,70000000,48475290,12
2405,3627.0,C.O.G.,R,2013-01-20,88.0,60.0,5.6,85000000,46462469,1
2406,3628.0,Leonie,PG-13,2010-11-20,102.0,40.0,6.0,68000000,45060734,11
2407,3633.0,The Pervert's Guide to Ideology,Not Rated,2013-11-01,136.0,71.0,7.7,16000000,44667095,11
2408,3637.0,Wrong,Not Rated,2013-02-01,94.0,58.0,6.3,18000000,43853424,52
2409,3638.0,Flores Raras,Not Rated,2013-08-16,118.0,44.0,7.0,40000000,42587643,52
2410,3639.0,American Made Movie,G,2013-08-30,82.0,54.0,6.1,23000000,40962534,36
2411,3640.0,Greedy Lying Bastards,PG-13,2013-03-08,90.0,56.0,5.7,30000000,40259119,1
2412,3641.0,My Brother the Devil,Not Rated,2012-11-09,111.0,71.0,6.6,35000000,39046489,1
2413,3643.0,The We and the I,Not Rated,2012-09-12,103.0,65.0,6.1,40000000,38180928,43
2414,3645.0,Wish You Were Here,R,2013-06-07,89.0,60.0,5.9,32000000,37915414,8
2415,3646.0,Sightseers,Not Rated,2013-05-10,88.0,69.0,6.5,42000000,37662162,6
2416,3647.0,Aftershock,R,2014-06-12,89.0,39.0,4.8,35000000,37553932,40
2417,3649.0,How to Make Money Selling Drugs,Not Rated,2013-12-26,96.0,69.0,7.6,40000000,37412945,12
2418,3651.0,Post Tenebras Lux,Not Rated,2012-11-23,115.0,69.0,6.6,35000000,37306030,2
2419,3653.0,Die Wand,Not Rated,2012-10-05,108.0,67.0,6.8,16000000,37300107,12
2420,3654.0,Concussion,PG-13,2015-12-25,123.0,55.0,7.1,7000000,37295394,5
2421,3655.0,Mumia: Long Distance Revolutionary,Not Rated,2013-02-01,120.0,41.0,7.5,52000000,37243418,8
2422,3657.0,Savannah,PG-13,2014-04-25,101.0,25.0,5.8,28000000,37053924,52
2423,3660.0,Touchy Feely,R,2014-05-16,89.0,55.0,5.3,40000000,36665854,15
2424,3661.0,A Glimpse Inside the Mind of Charles Swan III,R,2013-03-14,86.0,28.0,4.7,75000000,36392502,15
2425,3663.0,Far Out Isn't Far Enough: The Tomi Ungerer Story,Not Rated,2012-12-19,98.0,73.0,7.8,30000000,35608245,15
2426,3664.0,Camille Claudel 1915,Not Rated,2013-03-13,95.0,65.0,6.5,20000000,35061031,2
2427,3666.0,Les salauds,Unrated,2013-08-07,100.0,69.0,6.2,15000000,35060689,2
2428,3668.0,I Give It a Year,R,2013-02-08,97.0,50.0,5.7,8000000,35016118,2
2429,3671.0,Dislecksia: The Movie,Unrated,2012-04-15,83.0,67.0,8.2,2000000,34522221,2
2430,3673.0,Berberian Sound Studio,Not Rated,2012-08-31,92.0,80.0,6.2,37000000,33047633,2
2431,3675.0,Zaytoun,Not Rated,2013-09-20,110.0,39.0,6.6,40000000,33035397,14
2432,3677.0,Long Shot: The Kevin Laue Story,PG-13,2012-10-26,93.0,55.0,7.5,20000000,31177548,27
2433,3679.0,Dead Man's Burden,Not Rated,2013-05-03,93.0,76.0,5.5,25000000,30542576,27
2434,3680.0,Struck by Lightning,Not Rated,2013-01-11,90.0,41.0,6.3,60000000,29136626,7
2435,3681.0,Broadway Idiot,Not Rated,2013-03-01,80.0,51.0,7.7,42500000,29121498,2
2436,3682.0,Tiger Eyes,PG-13,2013-06-07,92.0,56.0,6.3,35000000,28087155,8
2437,3684.0,The Sweeney,R,2013-03-01,112.0,48.0,6.1,17000000,27865571,12
2438,3686.0,The Citizen,PG-13,2013-09-27,99.0,38.0,6.9,30000000,26692846,48
2440,3690.0,Greenwich Village: Music That Defined a Generation,Unrated,2012-10-20,92.0,65.0,7.0,40000000,24827228,14
2441,3696.0,The ABCs of Death,Not Rated,2013-04-26,129.0,43.0,4.7,5000000,24814830,22
2442,3697.0,Évocateur: The Morton Downey Jr. Movie,R,2012-04-21,90.0,70.0,6.8,21000000,24149393,22
2443,3698.0,The Selfish Giant,Not Rated,2013-10-25,91.0,83.0,7.3,25000000,24046682,9
2444,3699.0,Violeta se fue a los cielos,Not Rated,2011-08-11,110.0,63.0,7.2,30000000,23209310,9
2445,3701.0,Viola,Not Rated,2013-03-27,65.0,82.0,6.1,20000000,23186769,42
2446,3703.0,Hunky Dory,Not Rated,2013-03-22,110.0,46.0,6.2,50000000,21596445,14
2447,3705.0,Bad Milo!,R,2013-08-29,85.0,62.0,5.7,34800000,21443494,14
2448,3706.0,Vous n'avez encore rien vu,Not Rated,2012-09-26,115.0,69.0,6.4,150000000,21392758,14
2449,3707.0,Language of a Broken Heart,R,2013-06-07,100.0,33.0,5.8,50000000,21302340,14
2451,3711.0,A Single Shot,R,2013-08-20,116.0,53.0,5.8,90000000,20377913,14
2452,3712.0,Let My People Go!,Not Rated,2013-01-11,96.0,37.0,6.0,25000000,19490041,14
2453,3714.0,Mental,Not Rated,2013-03-29,116.0,42.0,6.2,25000000,18877153,43
2454,3715.0,The History of Future Folk,Not Rated,2013-05-31,86.0,67.0,7.2,30000000,18298649,1
2455,3719.0,I Used to Be Darker,Not Rated,2013-12-25,89.0,69.0,5.6,5000000,17686929,4
2457,3722.0,Dealin' with Idiots,Not Rated,2013-07-12,88.0,43.0,5.4,12000000,16311571,14
2460,3727.0,As I Lay Dying,R,2013-10-22,110.0,50.0,5.4,10000000,14597405,13
2461,3728.0,I Declare War,Not Rated,2014-06-06,94.0,58.0,6.0,20000000,14011084,8
2462,3729.0,Jayne Mansfield's Car,R,2013-08-20,122.0,48.0,6.3,15000000,13843771,8
2463,3730.0,Kiss of the Damned,R,2013-03-28,97.0,48.0,5.6,25000000,13657115,6
2464,3732.0,A Green Story,Not Rated,2013-07-18,90.0,27.0,5.5,35000000,13305665,25
2465,3735.0,Greetings from Tim Buckley,Not Rated,2013-09-05,99.0,57.0,6.1,45000000,13109815,19
2466,3738.0,Shanghai Calling,PG-13,2013-02-08,100.0,45.0,6.2,9000000,11862398,24
2467,3742.0,Informant,Unrated,2013-09-13,81.0,70.0,6.1,25000000,11538204,26
2469,3745.0,Il futuro,Not Rated,2013-09-06,94.0,80.0,5.9,50000000,10721033,5
2471,3748.0,American Sniper,R,2015-01-16,133.0,72.0,7.3,5000000,10179275,4
2472,3749.0,The Hunger Games: Mockingjay - Part 1,PG-13,2014-11-21,123.0,64.0,6.6,8000000,10130219,19
2473,3750.0,Guardians of the Galaxy,PG-13,2014-08-01,121.0,76.0,8.0,24000000,9659074,3
2474,3751.0,Captain America: The Winter Soldier,PG-13,2014-04-04,136.0,70.0,7.7,45000000,8406711,3
2476,3753.0,The Hobbit: The Battle of the Five Armies,PG-13,2014-12-17,144.0,59.0,7.4,14500000,7691700,11
2477,3754.0,Transformers: Age of Extinction,PG-13,2014-06-27,165.0,32.0,5.6,30000000,7502560,5
2478,3755.0,Maleficent,PG,2014-05-30,97.0,56.0,7.0,41000000,7204138,2
2479,3756.0,X-Men: Days of Future Past,PG-13,2014-05-23,132.0,75.0,7.9,800000,7098492,7
2480,3757.0,Big Hero 6,PG,2014-11-07,102.0,74.0,7.8,19000000,6928068,2
2481,3758.0,Dawn of the Planet of the Apes,PG-13,2014-07-11,130.0,79.0,7.6,10000000,6861102,2
2482,3759.0,The Amazing Spider-Man 2,PG-13,2014-05-02,142.0,53.0,6.6,3200000,5790894,4
2484,3761.0,22 Jump Street,R,2014-06-13,112.0,71.0,7.0,20000000,5702083,2
2485,3762.0,Teenage Mutant Ninja Turtles,PG-13,2014-08-08,101.0,31.0,5.8,6000000,5359774,6
2486,3763.0,Interstellar,PG-13,2014-11-07,169.0,74.0,8.6,3400000,5353586,2
2488,3765.0,Gone Girl,R,2014-10-03,149.0,79.0,8.1,35000000,5101237,2
2490,3767.0,Neighbors,R,2014-05-09,97.0,68.0,6.3,15000000,4444612,4
2494,3771.0,Lucy,R,2014-07-25,89.0,61.0,6.4,6500000,4002293,4
2498,3775.0,Mr. Peabody & Sherman,PG,2014-03-07,92.0,59.0,6.8,250000,3395391,3
2500,3777.0,The Maze Runner,PG-13,2014-09-19,113.0,57.0,6.8,11000000,3185193,2
2503,3780.0,Edge of Tomorrow,PG-13,2014-06-06,113.0,71.0,7.9,9400000,3030848,2
2504,3781.0,Non-Stop,PG-13,2014-02-28,106.0,56.0,6.9,7500000,3014696,4
2505,3782.0,Heaven Is for Real,PG,2014-04-16,99.0,47.0,5.8,1000000,2981038,4
2507,3784.0,Dumb and Dumber To,PG-13,2014-11-14,109.0,36.0,5.6,5000000,2712131,1
2508,3786.0,Fury,R,2014-10-17,134.0,64.0,7.6,25000000,2546747,4
2509,3787.0,Tammy,R,2014-07-02,97.0,39.0,4.9,10000000,2529395,2
2511,3789.0,The Other Woman,PG-13,2014-04-25,109.0,39.0,6.0,200000,2430735,4
2513,3791.0,Let's Be Cops,R,2014-08-13,104.0,30.0,6.4,7000000,1891936,2
2516,3795.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,2014-10-10,81.0,54.0,6.2,10000000,1759252,4
2517,3796.0,Think Like a Man Too,PG-13,2014-06-20,106.0,38.0,5.8,4750000,1728953,1
2526,3806.0,No Good Deed,PG-13,2014-09-12,84.0,26.0,5.6,4000000,1430241,1
2529,3809.0,The Boxtrolls,PG,2014-09-26,96.0,61.0,6.8,19100000,1361512,3
2530,3810.0,Jack Ryan: Shadow Recruit,PG-13,2014-01-17,105.0,57.0,6.2,6000000,1348205,4
2532,3812.0,The Book of Life,PG,2014-10-17,95.0,67.0,7.3,175000,1321194,5
2534,3814.0,Into the Storm,PG-13,2014-08-08,89.0,44.0,5.8,12000000,1188194,1
2535,3815.0,The Judge,R,2014-10-10,141.0,48.0,7.4,20000000,1186538,3
2536,3816.0,Jersey Boys,R,2014-06-20,134.0,54.0,6.8,500000,1131261,4
2539,3819.0,St. Vincent,PG-13,2014-10-24,102.0,64.0,7.2,36000000,1069334,3
2542,3822.0,A Million Ways to Die in the West,R,2014-05-30,116.0,44.0,6.1,4000000,1065429,3
2543,3823.0,Birdman or (The Unexpected Virtue of Ignorance),R,2014-11-14,119.0,87.0,7.7,13000000,1024175,3
2548,3828.0,Wild,R,2014-12-19,115.0,74.0,7.1,21000000,970816,52
2552,3833.0,Paranormal Activity: The Marked Ones,R,2014-01-03,84.0,42.0,5.0,6000000,802778,17
2557,3838.0,Get on Up,PG-13,2014-08-01,139.0,71.0,6.9,3000000,703372,1
2563,3844.0,A Walk Among the Tombstones,R,2014-09-19,114.0,57.0,6.5,5500000,611709,1
2565,3846.0,Boyhood,R,2014-08-15,165.0,100.0,7.9,1000000,568662,6
2569,3850.0,Pompeii,PG-13,2014-02-21,105.0,39.0,5.5,30000000,538690,3
2570,3851.0,Transcendence,PG-13,2014-04-18,119.0,42.0,6.2,4600000,514237,1
2574,3856.0,Bears,G,2014-04-18,78.0,68.0,7.4,190000,484592,12
2578,3860.0,Begin Again,R,2014-07-11,104.0,62.0,7.4,1900000,467602,3
2581,3863.0,Step Up All In,PG-13,2014-08-08,112.0,45.0,6.0,900000,454121,4
2587,3869.0,Whiplash,R,2014-10-15,106.0,88.0,8.5,7000000,382946,4
2596,3879.0,The Quiet Ones,PG-13,2014-04-25,98.0,41.0,5.1,2500000,327716,4
2607,3891.0,Snowpiercer,R,2014-07-11,126.0,84.0,7.1,3500000,253444,9
2618,3904.0,Before I Go to Sleep,R,2014-10-31,92.0,41.0,6.4,4500000,200558,8
2621,3907.0,The Trip to Italy,Not Rated,2014-04-25,108.0,75.0,6.6,1500000,184705,8
2630,3924.0,Le Week-End,R,2013-10-11,93.0,73.0,6.4,8000000,163753,2
2652,3959.0,Life Itself,R,2018-09-21,117.0,21.0,6.9,4000000,120016,1
2659,3972.0,The Disappearance of Eleanor Rigby: Them,R,2014-09-12,123.0,57.0,6.3,500000,100370,15
2676,4002.0,Comme un chef,PG-13,2014-06-20,84.0,43.0,6.6,25000000,7634767,52
2704,4050.0,Horns,R,2014-10-03,120.0,46.0,6.5,1000000,48764,12
2709,4062.0,Dancing in Jaffa,Not Rated,2013-05-01,90.0,74.0,6.7,14000000,47185,33
2711,4070.0,Afflicted,R,2015-01-27,85.0,56.0,6.3,4900000,6112914,26
2736,4116.0,Walk of Shame,R,2014-05-01,95.0,25.0,6.0,8000000,36884,1
2741,4124.0,Grzeli nateli dgeebi,Not Rated,2014-01-10,102.0,72.0,7.5,4000000,33245,12
2751,4142.0,Lucky Them,R,2015-04-24,97.0,65.0,6.1,15000000,30680,14
2755,4154.0,Interior. Leather Bar.,Not Rated,2013-10-03,60.0,47.0,5.1,2300000,29384,51
2760,4161.0,Not Cool,Not Rated,2014-09-19,93.0,1.0,3.9,5500000,28468,12
2768,4170.0,Big Bad Wolves,Not Rated,2013-08-15,110.0,64.0,6.8,40000000,83911193,3
2790,4209.0,Test,TV-MA,2014-04-04,89.0,70.0,6.5,2900000,20778,52
2800,4224.0,Fast & Furious 7,PG-13,2015-04-03,137.0,67.0,7.1,12000000,17479,0
2801,4225.0,Minions,PG,2015-07-10,91.0,56.0,6.4,60000000,23385416,4
2802,4226.0,The Hunger Games: Mockingjay - Part 2,PG-13,2015-11-20,137.0,65.0,6.6,230000000,448139099,20
2803,4227.0,The Martian,PG-13,2015-10-02,144.0,80.0,8.0,80000000,408010692,3
2804,4228.0,Cinderella,PG,2015-03-13,105.0,67.0,6.9,200000000,304360277,5
2805,4229.0,Spectre,PG-13,2015-11-06,148.0,60.0,6.8,200000000,303003568,2
2807,4231.0,Pitch Perfect 2,PG-13,2015-05-15,115.0,63.0,6.4,220000000,262030663,2
2808,4232.0,The Revenant,R,2016-01-08,156.0,76.0,8.0,185000000,237282182,4
2809,4233.0,Ant-Man,PG-13,2015-07-17,117.0,64.0,7.3,50000000,218665740,2
2810,4234.0,Home,PG,2015-03-27,94.0,55.0,6.6,145000000,216391482,30
2811,4235.0,Hotel Transylvania 2,PG,2015-09-25,89.0,44.0,6.7,165000000,189412677,3
2812,4236.0,Fifty Shades of Grey,R,2015-02-13,125.0,46.0,4.1,65000000,182207973,3
2813,4237.0,The SpongeBob Movie: Sponge Out of Water,PG,2015-02-06,92.0,62.0,6.0,215000000,179020854,4
2814,4238.0,Straight Outta Compton,R,2015-08-14,147.0,72.0,7.8,100000000,162805434,2
2815,4239.0,San Andreas,PG-13,2015-05-29,114.0,43.0,6.1,95000000,161321843,2
2816,4240.0,Mad Max: Fury Road,R,2015-05-15,120.0,90.0,8.1,170000000,155136755,2
2817,4241.0,Daddy's Home,PG-13,2015-12-25,96.0,42.0,6.2,65000000,148809770,2
2818,4242.0,The Peanuts Movie,G,2015-11-06,88.0,67.0,7.1,85000000,148313048,1
2819,4243.0,Kingsman: The Secret Service,R,2015-02-13,129.0,60.0,7.7,45000000,139854287,3
2820,4244.0,The Good Dinosaur,PG,2015-11-25,93.0,66.0,6.7,42000000,138447667,2
2821,4246.0,Trainwreck,R,2015-07-17,125.0,75.0,6.2,44500000,136025503,2
2822,4247.0,Creed,PG-13,2015-11-25,133.0,82.0,7.6,21000000,132092958,4
2823,4248.0,Tomorrowland,PG,2015-05-22,130.0,60.0,6.4,125000000,126477084,3
2824,4249.0,Get Hard,R,2015-03-27,100.0,34.0,6.0,85000000,126181630,2
2825,4250.0,Terminator Genisys,PG-13,2015-07-01,126.0,38.0,6.3,30000000,125014030,2
2826,4251.0,Taken 3,PG-13,2015-01-09,108.0,26.0,6.0,120000000,124987022,2
2827,4252.0,Sisters,R,2015-12-18,118.0,58.0,6.0,7000000,113721571,4
2828,4253.0,Alvin and the Chipmunks: The Road Chip,PG,2015-12-18,92.0,33.0,5.0,125000000,113203870,28
2829,4254.0,Maze Runner: The Scorch Trials,PG-13,2015-09-18,131.0,43.0,6.3,79000000,103860290,21
2830,4255.0,Ted 2,R,2015-06-26,115.0,48.0,6.3,145000000,103412758,2
2831,4256.0,Goosebumps,PG,2015-10-16,103.0,60.0,6.3,52500000,95720716,4
2832,4257.0,Pixels,PG-13,2015-07-24,105.0,27.0,5.5,31000000,93772375,4
2833,4258.0,Paddington,PG,2015-01-16,95.0,77.0,7.2,12000000,91547205,8
2834,4259.0,The Intern,PG-13,2015-09-25,121.0,51.0,7.1,95000000,86907746,2
2835,4260.0,Bridge of Spies,PG-13,2015-10-16,142.0,81.0,7.6,100000000,85028192,2
2836,4261.0,Paul Blart: Mall Cop 2,PG,2015-04-17,94.0,13.0,4.4,150000000,83670083,2
2837,4262.0,The Big Short,R,2015-12-23,130.0,81.0,7.8,60000000,80070736,4
2838,4263.0,War Room,PG,2015-08-28,120.0,26.0,6.5,150000000,79727149,2
2839,4264.0,Magic Mike XXL,R,2015-07-01,115.0,60.0,5.6,25000000,77267296,1
2840,4265.0,The Visit,PG-13,2015-09-11,94.0,55.0,6.2,263700000,73058679,3
2841,4266.0,The Wedding Ringer,R,2015-01-16,101.0,35.0,6.6,12000000,70012847,1
2843,4268.0,Vacation,R,2015-07-29,99.0,34.0,6.1,25000000,66528000,4
2844,4269.0,The Perfect Guy,PG-13,2015-09-11,100.0,36.0,5.6,30000000,66486205,2
2845,4270.0,Joy,PG-13,2015-12-25,124.0,56.0,6.6,220000000,65233400,4
2846,4272.0,The Hateful Eight,R,2015-12-30,168.0,68.0,7.8,17000000,65001093,2
2847,4273.0,Focus,R,2015-02-27,105.0,56.0,6.6,85000000,64935167,4
2848,4274.0,Southpaw,R,2015-07-24,124.0,57.0,7.4,12000000,64575175,4
2850,4276.0,Selma,PG-13,2015-01-09,128.0,80.0,7.5,70000000,62321039,4
2851,4277.0,Jupiter Ascending,PG-13,2015-02-06,127.0,40.0,5.3,25000000,60457138,1
2852,4279.0,Sicario,R,2015-10-02,121.0,82.0,7.6,65000000,59650222,3
2854,4281.0,Spotlight,R,2015-11-20,129.0,93.0,8.1,50000000,56758835,3
2855,4282.0,"McFarland, USA",PG,2015-02-20,129.0,60.0,7.4,60000000,56003051,1
2856,4283.0,The Gift,R,2015-08-07,108.0,77.0,7.0,65000000,54760791,2
2857,4284.0,Everest,PG-13,2015-09-25,121.0,64.0,7.1,12000000,54731865,3
2858,4285.0,The Night Before,R,2015-11-20,101.0,58.0,6.4,15000000,54333290,1
2859,4286.0,Krampus,PG-13,2015-12-04,98.0,49.0,6.2,5000000,53900335,4
2860,4287.0,Max,PG,2015-06-26,111.0,47.0,6.7,1000000,53262945,9
2861,4288.0,The Age of Adaline,PG-13,2015-04-24,112.0,51.0,7.2,40000000,51853450,3
2862,4289.0,Brooklyn,PG-13,2015-11-25,117.0,88.0,7.5,57000000,51774002,4
2863,4290.0,The Longest Ride,PG-13,2015-04-10,123.0,33.0,7.1,25000000,51580136,4
2864,4291.0,The Boy Next Door,R,2015-01-23,91.0,30.0,4.7,58000000,49876377,3
2865,4292.0,Pan,PG,2015-10-09,111.0,36.0,5.7,14000000,49130588,7
2867,4294.0,Concussion,PG-13,2015-12-25,123.0,55.0,7.1,3000000,48086903,0
2868,4295.0,The Duff,PG-13,2015-02-20,101.0,56.0,6.5,45000000,47323100,2
2869,4296.0,Woman in Gold,PG-13,2015-04-10,109.0,51.0,7.3,10000000,46383639,2
2870,4297.0,The Second Best Exotic Marigold Hotel,PG,2015-03-06,122.0,51.0,6.6,16000000,45512466,2
2871,4298.0,Unfriended,R,2015-04-17,83.0,59.0,5.5,42000000,45290318,4
2873,4301.0,Chappie,R,2015-03-06,120.0,41.0,6.8,30000000,44338224,3
2874,4302.0,Crimson Peak,R,2015-10-16,119.0,66.0,6.5,65000000,42345531,2
2875,4303.0,A Walk in the Woods,R,2015-09-02,104.0,51.0,6.4,30000000,42073277,3
2876,4305.0,Sinister 2,R,2015-08-21,97.0,32.0,5.3,37500000,41152203,3
2877,4306.0,The Last Witch Hunter,PG-13,2015-10-23,106.0,34.0,6.0,15000000,41003371,2
2878,4307.0,No Escape,R,2015-08-26,103.0,38.0,6.8,70000000,38518613,2
2879,4308.0,Ricki and the Flash,PG-13,2015-08-07,101.0,54.0,5.9,67500000,37519139,2
2880,4309.0,The Woman in Black 2: Angel of Death,PG-13,2015-01-02,98.0,42.0,4.8,26000000,37397291,1
2881,4310.0,Run All Night,R,2015-03-13,114.0,59.0,6.6,40000000,37134215,2
2884,4313.0,Ex Machina,R,2015-04-24,108.0,78.0,7.7,39000000,35287788,4
2885,4314.0,In the Heart of the Sea,PG-13,2015-12-11,122.0,47.0,6.9,33000000,35074677,2
2887,4316.0,Hitman: Agent 47,R,2015-08-21,96.0,28.0,5.7,55000000,34353000,14
2889,4318.0,Black or White,PG-13,2015-01-30,121.0,45.0,6.6,6900000,31611916,4
2891,4320.0,Secret in Their Eyes,PG-13,2015-11-20,111.0,45.0,6.3,27500000,30932113,1
2892,4322.0,Still Alice,PG-13,2015-02-20,101.0,72.0,7.5,14000000,29959436,10
2894,4324.0,Steve Jobs,R,2015-10-23,122.0,82.0,7.2,30000000,28700285,7
2895,4325.0,Mr. Holmes,PG,2015-07-24,104.0,67.0,6.9,102000000,27108272,2
2896,4326.0,Seventh Son,PG-13,2015-02-06,102.0,30.0,5.5,42000000,26414527,6
2897,4328.0,Monkey Kingdom,G,2015-04-17,81.0,72.0,7.3,35000000,25888412,2
2900,4331.0,It Follows,R,2015-03-13,100.0,83.0,6.8,35000000,20275446,1
2901,4332.0,American Ultra,R,2015-08-21,96.0,50.0,6.1,40000000,20157300,2
2904,4335.0,Do You Believe?,PG-13,2015-03-20,120.0,22.0,6.1,23000000,18942396,1
2905,4336.0,Carol,R,2016-01-15,118.0,94.0,7.2,42000000,18620000,9
2906,4337.0,Love,TV-MA,2015-10-30,135.0,51.0,6.1,40000000,18450127,52
2908,4339.0,Hot Tub Time Machine 2,R,2015-02-20,93.0,29.0,5.1,13000000,17742948,1
2910,4341.0,Far from the Madding Crowd,PG-13,2015-05-22,119.0,71.0,7.1,32500000,17288155,4
2911,4342.0,The 33,PG-13,2015-11-13,127.0,55.0,6.9,33000000,17142080,3
2912,4343.0,The Danish Girl,R,2016-01-22,119.0,66.0,7.1,21500000,16684352,10
2913,4344.0,The Gunman,R,2015-03-20,115.0,39.0,5.8,37500000,16247159,2
2914,4345.0,Unfinished Business,R,2015-03-06,91.0,32.0,5.4,26000000,16008272,4
2915,4346.0,The Walk,PG,2015-10-09,123.0,70.0,7.3,15000000,15634090,10
2916,4351.0,Blackhat,R,2015-01-16,133.0,51.0,5.4,13500000,15024049,3
2917,4353.0,Mortdecai,R,2015-01-23,107.0,27.0,5.5,15000000,14945541,2
2919,4355.0,I'll See You in My Dreams,PG-13,2015-05-15,92.0,75.0,6.7,20000000,14326865,3
2921,4357.0,Our Brand Is Crisis,R,2015-10-30,107.0,53.0,6.1,45000000,13414714,1
2923,4359.0,Me and Earl and the Dying Girl,PG-13,2015-07-01,105.0,74.0,7.7,49000000,12816367,4
2924,4361.0,Little Boy,PG-13,2015-04-24,106.0,30.0,7.4,1800000,12795746,6
