,movie_id,title,movie_rating,release_date,runtime,metascore,imdb_rating,budget,boxoffice,buzz
681,1005.0,"Welcome Home, Roscoe Jenkins",PG-13,2008-02-08,114.0,46.0,5.5,15500000,1237615,10
685,1009.0,Righteous Kill,R,2008-09-12,101.0,36.0,6.0,2000000,1134358,3
688,1012.0,Meet the Spartans,PG-13,2008-01-25,87.0,9.0,2.8,10100000,1066555,4
699,1024.0,Drillbit Taylor,PG-13,2008-03-21,110.0,41.0,5.7,10000000,900926,1
702,1027.0,Milk,R,2009-01-30,128.0,83.0,7.5,40000000,876671,10
703,1028.0,Transporter 3,PG-13,2008-11-26,104.0,51.0,6.1,7400000,872643,4
704,1030.0,Nick and Norah's Infinite Playlist,PG-13,2008-10-03,90.0,64.0,6.6,6400000,871577,4
705,1031.0,Zack and Miri Make a Porno,R,2008-10-31,101.0,56.0,6.5,2000000,850920,3
709,1035.0,Space Chimps,G,2008-07-18,81.0,36.0,4.5,5250000,769726,6
717,1043.0,The Wrestler,R,2009-01-30,109.0,80.0,7.9,21600000,635733,9
718,1045.0,W.,PG-13,2008-10-17,129.0,56.0,6.3,1300000,635305,6
721,1048.0,Vicky Cristina Barcelona,PG-13,2008-08-15,96.0,70.0,7.1,30000000,480314,2
723,1050.0,Babylon A.D.,PG-13,2008-08-29,90.0,26.0,5.6,8000000,458232,3
729,1056.0,My Best Friend's Girl,R,2008-09-19,101.0,34.0,5.9,10800000,399879,2
731,1058.0,Kit Kittredge: An American Girl,G,2008-07-02,101.0,63.0,6.5,2200000,388390,3
740,1067.0,The Duchess,PG-13,2008-10-10,110.0,62.0,6.9,8000000,298110,6
745,1073.0,La misma luna,PG-13,2008-04-04,106.0,59.0,7.3,17000000,275380,6
747,1075.0,Soul Men,R,2008-11-07,100.0,49.0,6.4,10000000,268461,3
753,1081.0,Penelope,PG,2008-02-29,104.0,48.0,6.7,5000000,240425,12
765,1093.0,Over Her Dead Body,PG-13,2008-02-01,95.0,30.0,5.2,12000000,214202,2
779,1111.0,Flash of Genius,PG-13,2008-10-03,119.0,57.0,7.0,1500000,175281,3
784,1119.0,Happy-Go-Lucky,R,2008-11-21,118.0,84.0,7.0,3000000,163069,9
795,1134.0,Transsiberian,R,2008-09-05,111.0,72.0,6.7,10000000,137221,6
835,1203.0,Savage Grace,Not Rated,2008-01-25,97.0,51.0,5.8,2500000,72210,4
844,1218.0,Cidade dos Homens,R,2007-08-31,106.0,63.0,7.2,5000000,65388,11
856,1242.0,Call + Response,PG-13,2008-10-10,86.0,43.0,7.4,4500000,51957,52
870,1278.0,Bra Boys,R,2007-03-15,90.0,55.0,6.2,250000,46026,8
901,1341.0,Padre Nuestro,TV-MA,2007-10-05,110.0,56.0,6.8,6000000,25317,3
912,1384.0,The Dukes,PG-13,2008-11-14,96.0,46.0,6.1,15000000,22441,11
933,1417.0,The Blind Side,PG-13,2009-11-20,129.0,53.0,7.6,1900000,18435,4
940,1425.0,The Proposal,PG-13,2009-06-19,108.0,48.0,6.7,185000000,533720947,3
941,1426.0,Fast & Furious 7,PG-13,2015-04-03,137.0,67.0,7.1,186000000,318604126,1
942,1427.0,G.I. Joe: The Rise of Cobra,PG-13,2009-08-07,118.0,32.0,5.8,185000000,317101119,9
943,1428.0,Paul Blart: Mall Cop,PG,2009-01-16,91.0,39.0,5.2,150000000,227946274,3
945,1430.0,Angels & Demons,PG-13,2009-05-15,138.0,48.0,6.7,130000000,215434591,3
946,1431.0,Terminator Salvation,PG-13,2009-05-21,115.0,49.0,6.5,20000000,15055091,6
947,1432.0,Cloudy with a Chance of Meatballs,PG,2009-09-18,90.0,66.0,6.9,150000000,180174880,4
948,1434.0,G-Force,PG,2009-07-24,88.0,41.0,5.1,230000000,169368427,3
950,1436.0,It's Complicated,R,2009-12-25,120.0,57.0,6.5,57500000,152647258,3
951,1437.0,Couples Retreat,PG-13,2009-10-09,113.0,23.0,5.5,25000000,148095302,3
952,1438.0,Paranormal Activity,R,2009-10-16,86.0,68.0,6.3,52000000,144130063,3
954,1440.0,The Princess and the Frog,G,2009-12-11,97.0,73.0,7.1,225000000,141621490,5
955,1441.0,Public Enemies,R,2009-07-01,140.0,70.0,7.0,14000000,141330703,2
956,1443.0,He's Just Not That Into You,PG-13,2009-02-06,129.0,47.0,6.4,137500000,134806913,7
957,1444.0,Madea Goes to Jail,PG-13,2009-02-20,103.0,50.0,4.5,75000000,134508551,3
958,1445.0,The Ugly Truth,R,2009-07-24,96.0,28.0,6.4,80000000,130319208,3
959,1446.0,Up in the Air,R,2009-12-23,109.0,83.0,7.4,160000000,127509326,4
960,1447.0,Knowing,PG-13,2009-03-20,121.0,41.0,6.2,80000000,120146040,2
961,1448.0,Hannah Montana: The Movie,G,2009-04-10,102.0,47.0,4.6,150000000,114053579,4
962,1449.0,Where the Wild Things Are,PG,2009-10-16,101.0,71.0,6.7,90000000,110515313,6
963,1450.0,Zombieland,R,2009-10-02,88.0,73.0,7.6,80000000,110101975,3
964,1451.0,Coraline,PG,2009-02-06,100.0,80.0,7.7,175000000,102491776,2
965,1452.0,Law Abiding Citizen,R,2009-10-16,109.0,34.0,7.4,45000000,101704370,2
966,1453.0,Hotel for Dogs,PG,2009-01-16,100.0,51.0,5.4,80000000,101440743,3
967,1455.0,"I Love You, Man",R,2009-03-20,105.0,70.0,7.0,65000000,100468793,3
969,1457.0,Race to Witch Mountain,PG,2009-03-13,98.0,52.0,5.7,50000000,97690976,6
971,1459.0,The Taking of Pelham 123,R,2009-06-12,106.0,55.0,6.4,20000000,94514402,2
972,1461.0,17 Again,PG-13,2009-04-17,102.0,48.0,6.4,11000000,90559416,4
973,1462.0,The Time Traveler's Wife,PG-13,2009-08-14,107.0,47.0,7.1,26000000,87341380,6
974,1463.0,Brüno,R,2009-07-10,81.0,54.0,5.8,90000000,83107829,5
975,1464.0,Bride Wars,PG,2009-01-09,89.0,24.0,5.5,35000000,81159365,3
977,1467.0,Funny People,R,2009-07-31,146.0,60.0,6.3,82500000,80172128,3
978,1468.0,I Can Do Bad All by Myself,PG-13,2009-09-11,113.0,55.0,4.6,25000000,80048433,3
979,1470.0,Old Dogs,PG,2009-11-25,88.0,19.0,5.3,1200000,3700000,3
980,1471.0,Land of the Lost,PG-13,2009-06-05,102.0,32.0,5.3,30000000,76808654,5
981,1472.0,My Sister's Keeper,PG-13,2009-06-26,109.0,51.0,7.3,82500000,75986503,8
982,1473.0,Confessions of a Shopaholic,PG,2009-02-13,104.0,38.0,5.9,40000000,72266306,2
983,1474.0,The Lovely Bones,PG-13,2010-01-15,135.0,42.0,6.7,92500000,71195053,7
984,1475.0,Year One,PG-13,2009-06-19,97.0,34.0,4.9,72500000,70231041,4
985,1476.0,The Unborn,PG-13,2009-01-09,88.0,30.0,4.8,54000000,69951824,3
986,1477.0,Planet 51,PG,2009-11-20,91.0,39.0,6.0,28000000,67300955,5
987,1478.0,Drag Me to Hell,PG-13,2009-05-29,99.0,83.0,6.5,60000000,64506874,3
988,1479.0,Orphan,R,2009-07-24,123.0,42.0,7.0,30000000,63172463,3
989,1480.0,Duplicity,PG-13,2009-03-20,125.0,69.0,6.2,30000000,60494212,2
990,1481.0,Crazy Heart,R,2010-02-05,112.0,83.0,7.2,37000000,60355347,7
992,1483.0,Ninja Assassin,R,2009-11-25,99.0,34.0,6.3,10800000,56746769,3
993,1484.0,Invictus,PG-13,2009-12-11,134.0,74.0,7.3,9000000,52597610,6
994,1485.0,State of Play,PG-13,2009-04-17,127.0,64.0,7.1,55000000,52075270,1
995,1487.0,Under the Sea 3D,G,2009-02-13,41.0,77.0,7.5,60000000,50877145,3
996,1488.0,The Pink Panther 2,PG,2009-02-06,92.0,36.0,5.6,130000000,49554002,9
997,1489.0,All About Steve,PG-13,2009-09-04,99.0,17.0,4.8,25000000,48237389,3
998,1491.0,The Informant!,R,2009-09-18,108.0,66.0,6.4,37000000,48006762,3
999,1492.0,The Last House on the Left,R,2009-03-13,110.0,42.0,6.5,40000000,46012734,2
1001,1494.0,(500) Days of Summer,PG-13,2009-08-07,95.0,76.0,7.7,27000000,44089964,4
1002,1495.0,Earth,G,2009-04-22,90.0,72.0,8.0,120000000,43945766,13
1003,1496.0,The Soloist,PG-13,2009-04-24,117.0,61.0,6.7,18000000,43869350,3
1004,1497.0,Push,PG-13,2009-02-06,111.0,36.0,6.1,47500000,42754105,4
1006,1499.0,Did You Hear About the Morgans?,PG-13,2009-12-18,103.0,27.0,4.9,20000000,41975388,9
1008,1501.0,Defiance,R,2009-01-16,137.0,58.0,7.2,35000000,40689393,4
1009,1502.0,The Uninvited,PG-13,2009-01-30,87.0,43.0,6.3,60000000,40081410,2
1010,1503.0,Brothers,R,2009-12-04,105.0,58.0,7.1,67500000,39394666,51
1011,1504.0,Saw VI,R,2009-10-23,90.0,30.0,6.0,20000000,39263506,5
1012,1505.0,The Fourth Kind,PG-13,2009-11-06,98.0,34.0,5.9,30000000,38233676,3
1015,1508.0,Aliens in the Attic,PG,2009-07-31,86.0,42.0,5.4,11000000,37780486,3
1017,1510.0,Fighting,PG-13,2009-04-24,105.0,61.0,5.6,65000000,36316032,4
1018,1511.0,Love Happens,PG-13,2009-09-18,109.0,33.0,5.7,55000000,35739802,1
1020,1514.0,Shorts,PG,2009-08-21,89.0,53.0,4.7,32500000,34194407,3
1021,1515.0,Gamer,R,2009-09-04,95.0,27.0,5.8,55000000,33479698,4
1022,1516.0,Nine,PG-13,2009-12-25,118.0,49.0,5.8,500000,33456317,9
1023,1517.0,Astro Boy,PG,2009-10-23,94.0,53.0,6.3,20000000,33446470,4
1024,1519.0,The Invention of Lying,PG-13,2009-10-02,100.0,58.0,6.4,40000000,32862104,3
1025,1520.0,Inkheart,PG,2009-01-23,106.0,49.0,6.1,7000000,32241649,10
1026,1523.0,New in Town,PG,2009-01-30,97.0,29.0,5.6,62000000,32235793,3
1027,1524.0,Imagine That,PG,2009-06-12,107.0,54.0,5.6,20000000,31841299,2
1028,1525.0,Jennifer's Body,R,2009-09-18,102.0,47.0,5.3,40000000,31715062,4
1030,1527.0,Armored,PG-13,2009-12-04,88.0,50.0,5.7,10000000,31487293,3
1031,1528.0,A Perfect Getaway,R,2009-08-07,98.0,63.0,6.5,24000000,31457946,3
1032,1529.0,"The Goods: Live Hard, Sell Hard",R,2009-08-14,89.0,39.0,5.8,12000000,31418697,3
1033,1530.0,Gake no ue no Ponyo,G,2009-08-14,101.0,86.0,7.7,58000000,31373938,3
1034,1531.0,The Box,PG-13,2009-11-06,115.0,47.0,5.6,35000000,30691439,10
1035,1532.0,"I Love You, Beth Cooper",PG-13,2009-07-10,102.0,32.0,5.3,37000000,30105968,3
1036,1533.0,Capitalism: A Love Story,R,2009-10-02,127.0,61.0,7.4,20000000,30060660,3
1037,1534.0,Amelia,PG,2009-10-23,111.0,37.0,5.8,35000000,28687835,2
1038,1535.0,Cirque du Freak: The Vampire's Assistant,PG-13,2009-10-23,109.0,43.0,5.8,16000000,26902075,25
1039,1536.0,Whip It,PG-13,2009-10-02,111.0,68.0,6.9,20000000,26890041,4
1040,1537.0,Män som hatar kvinnor,R,2010-04-30,152.0,76.0,7.8,40000000,26814957,4
1041,1538.0,An Education,PG-13,2010-02-05,100.0,85.0,7.3,35000000,26638520,18
1042,1539.0,12 Rounds,PG-13,2009-03-27,108.0,38.0,5.6,20000000,26418667,3
1043,1540.0,Sunshine Cleaning,R,2009-04-17,91.0,61.0,6.8,6000000,26238243,6
1045,1542.0,The Young Victoria,PG,2010-01-08,105.0,64.0,7.3,25100000,25534493,17
1046,1543.0,Extract,R,2009-09-04,92.0,61.0,6.1,21000000,24850922,4
1047,1545.0,Not Easily Broken,PG-13,2009-01-09,99.0,43.0,6.1,22000000,23530831,2
1048,1546.0,Pandorum,R,2009-09-25,108.0,28.0,6.7,16000000,23216709,3
1049,1548.0,Next Day Air,R,2009-05-08,84.0,46.0,5.8,45000000,22951340,2
1050,1549.0,Away We Go,R,2009-06-26,98.0,58.0,7.0,45000000,22532572,4
1052,1551.0,A Serious Man,R,2009-11-06,106.0,84.0,7.1,22000000,20668843,6
1053,1552.0,Everybody's Fine,PG-13,2009-12-04,99.0,47.0,7.1,20000000,20211394,3
1054,1553.0,A Single Man,R,2010-02-05,99.0,77.0,7.5,60000000,19806188,11
1055,1554.0,Flickan som lekte med elden,R,2010-08-27,129.0,66.0,7.2,22000000,19528602,11
1056,1555.0,Street Fighter: The Legend of Chun-Li,PG-13,2009-02-27,96.0,17.0,3.7,20000000,19219250,9
1057,1557.0,The Road,R,2009-11-25,111.0,64.0,7.2,29000000,18622031,23
1058,1558.0,The Boat That Rocked,R,2009-11-13,117.0,58.0,7.4,10000000,17657973,20
1059,1559.0,The Collector,R,2009-07-31,90.0,29.0,6.4,25000000,17432844,2
1060,1560.0,The Imaginarium of Doctor Parnassus,PG-13,2010-01-08,123.0,65.0,6.8,30000000,16930884,11
1061,1561.0,Taking Woodstock,R,2009-08-28,120.0,55.0,6.7,21000000,16289867,3
1062,1562.0,3 Idiots,PG-13,2009-12-25,170.0,67.0,8.4,30000000,15740721,1
1063,1563.0,Post Grad,PG-13,2009-08-21,88.0,35.0,5.3,45000000,15298133,3
1066,1566.0,Bandslam,PG,2009-08-14,111.0,66.0,6.3,20000000,14190901,3
1067,1567.0,Los abrazos rotos,R,2010-01-15,127.0,76.0,7.2,27000000,13848978,3
1068,1568.0,Moon,R,2009-07-10,97.0,67.0,7.8,5000000,13442412,23
1069,1569.0,Miss March,R,2009-03-13,90.0,7.0,5.0,20000000,13367624,4
1070,1571.0,Bright Star,PG,2009-10-09,119.0,81.0,6.9,2500000,13011160,5
1072,1573.0,Good Hair,PG-13,2009-10-23,96.0,72.0,6.9,12000000,12796861,3
1073,1576.0,The Brothers Bloom,PG-13,2009-06-19,114.0,55.0,6.8,1700000,12590147,9
1075,1580.0,Easy Virtue,PG-13,2009-06-19,97.0,58.0,6.7,40000000,12082391,9
1076,1581.0,My One and Only,PG-13,2009-09-25,108.0,62.0,6.5,60000000,11803254,6
1077,1582.0,Sin nombre,R,2009-04-17,96.0,77.0,7.6,23000000,11511323,5
1078,1584.0,In the Loop,Not Rated,2009-09-04,106.0,83.0,7.4,20000000,11175164,12
1079,1585.0,Adam,PG-13,2009-08-28,99.0,56.0,7.2,33000000,11008770,0
1080,1586.0,Das weiße Band - Eine deutsche Kindergeschichte,R,2010-03-05,144.0,82.0,7.8,25000000,10915744,49
1082,1591.0,The Bad Lieutenant: Port of Call - New Orleans,R,2009-12-11,122.0,69.0,6.6,37500000,9793406,5
1084,1595.0,"New York, I Love You",R,2009-10-16,103.0,49.0,6.2,4000000,9427026,16
1085,1598.0,Okuribito,PG-13,2009-06-19,130.0,68.0,8.1,12500000,9046156,11
1086,1600.0,I Hope They Serve Beer in Hell,R,2009-09-25,105.0,26.0,5.3,19000000,8402485,3
1087,1601.0,Polytechnique,Not Rated,2009-02-06,77.0,63.0,7.2,12000000,8195551,5
1088,1602.0,X Games 3D: The Movie,PG,2009-08-21,92.0,43.0,6.5,35000000,8050977,4
1089,1605.0,Paper Heart,PG-13,2009-08-28,88.0,54.0,6.0,45000000,7916887,5
1090,1609.0,Sugar,R,2009-04-24,114.0,82.0,7.2,38000000,7873007,43
1091,1611.0,New York,Not Rated,2009-06-26,153.0,35.0,6.8,15000000,7800825,14
1093,1614.0,Management,R,2009-05-15,94.0,50.0,5.8,10000000,7570127,45
1096,1617.0,Tyson,R,2009-05-15,90.0,83.0,7.5,20000000,7013191,14
1097,1619.0,Delhi-6,Not Rated,2009-02-20,141.0,45.0,6.1,20000000,6575282,4
1099,1621.0,The Cove,PG-13,2009-08-07,92.0,84.0,8.4,15000000,6409528,7
1100,1622.0,Faubourg 36,PG-13,2008-09-24,120.0,40.0,6.6,18500000,6198883,7
1103,1632.0,The Girlfriend Experience,R,2009-07-08,77.0,66.0,5.5,18000000,5700626,8
1105,1635.0,The Stoning of Soraya M.,R,2009-10-09,114.0,50.0,8.0,6250000,5488570,6
1106,1636.0,Amreeka,PG-13,2009-06-17,96.0,73.0,7.0,9000000,4886216,2
1107,1637.0,Maria Larssons eviga ögonblick,Not Rated,2008-09-24,131.0,80.0,7.5,60000000,4775656,2
1108,1638.0,La fille de Monaco,R,2008-08-20,95.0,52.0,5.8,6000000,4694491,2
1109,1639.0,La Nana,Not Rated,2011-03-11,95.0,82.0,7.3,25000000,4598506,14
1111,1644.0,Un baiser s'il vous plaît,Unrated,2007-12-12,96.0,70.0,6.8,20000000,4442377,2
1112,1646.0,Tetro,R,2009-06-26,127.0,65.0,6.8,7500000,4151836,4
1115,1649.0,The Damned United,R,2009-03-27,98.0,81.0,7.5,12000000,3950294,6
1122,1660.0,Wanted,R,2008-06-27,110.0,64.0,6.7,20000000,3083538,4
1123,1661.0,The Merry Gentleman,R,2009-12-04,110.0,55.0,6.4,25000000,3073392,5
1125,1663.0,The Private Lives of Pippa Lee,R,2009-07-10,98.0,49.0,6.4,1900000,2962242,7
1126,1664.0,Blue Jasmine,PG-13,2013-08-23,98.0,78.0,7.3,3400000,2926565,5
1127,1666.0,The Informers,R,2009-04-24,98.0,20.0,4.9,28000000,2775593,3
1130,1671.0,Anonyma - Eine Frau in Berlin,Unrated,2008-10-23,131.0,74.0,7.1,1000000,2511476,12
1132,1675.0,Tokyo Sonata,PG-13,2008-09-27,120.0,80.0,7.5,7000000,2344847,8
1134,1683.0,Il divo,Not Rated,2008-05-28,110.0,81.0,7.3,15000000,2203641,4
1136,1685.0,Big Fan,R,2021-09-18,88.0,70.0,6.7,4500000,2122085,32
1137,1686.0,(Untitled),R,2011-06-02,96.0,58.0,6.3,6000000,2077046,23
1143,1699.0,35 rhums,Unrated,2009-02-18,100.0,92.0,7.1,12000000,1506998,50
1145,1710.0,Only the Brave,PG-13,2017-10-20,134.0,72.0,7.6,5000000,19115191,2
1150,1724.0,Avaze gonjeshk-ha,PG,2008-10-01,96.0,74.0,7.9,27000000,4485485,1
1152,1727.0,Ballerina,PG,2017-08-25,89.0,48.0,6.8,2500000,1094998,39
1156,1735.0,Alien Trespass,PG,2009-01-01,90.0,48.0,5.7,1600000,1060591,5
1158,1737.0,Gigantic,R,2009-06-19,98.0,38.0,6.0,20000000,1031872,29
1164,1749.0,Mystery Team,R,2009-01-17,97.0,42.0,6.7,2750000,952620,10
1166,1751.0,Sleep Dealer,PG-13,2008-12-10,90.0,59.0,6.0,5000000,942441,10
1167,1755.0,Phoebe in Wonderland,PG-13,2010-04-02,96.0,56.0,7.1,40000000,915840,16
1169,1757.0,White on Rice,PG-13,2009-03-17,83.0,45.0,6.2,10000000,866778,1
1170,1759.0,Serbis,R,2008-06-25,87.0,76.0,6.1,300000,865695,3
1183,1784.0,Beeswax,Not Rated,2009-03-14,100.0,69.0,6.0,4900000,617228,1
1184,1788.0,We Live in Public,Unrated,2010-09-03,91.0,69.0,7.2,10000000,580862,7
1202,1835.0,Women in Trouble,R,2011-07-28,92.0,43.0,5.7,850000,442638,16
1203,1838.0,Dare,R,2011-05-05,92.0,54.0,5.8,4600000,434417,50
1207,1845.0,Five Minutes of Heaven,R,2009-02-27,89.0,62.0,6.6,1500000,402858,1
1210,1853.0,The Escapist,Not Rated,2008-06-20,102.0,56.0,6.7,3000000,351416,5
1211,1860.0,Chelsea on the Rocks,R,2011-03-10,89.0,57.0,6.0,2000000,347578,5
1215,1865.0,Mine,Not Rated,2017-04-07,106.0,40.0,5.9,21000000,30718107,44
1221,1878.0,Alice in Wonderland,PG,2010-03-05,108.0,53.0,6.4,110000000,100014699,4
1225,1882.0,Despicable Me,PG,2010-07-09,95.0,72.0,7.6,1000000,274661,2
1229,1888.0,True Grit,PG-13,2010-12-22,110.0,80.0,7.6,14000000,266967,3
1231,1890.0,Grown Ups,PG-13,2010-06-25,102.0,30.0,6.0,50000,251150,5
1237,1896.0,The Other Guys,PG-13,2010-08-06,107.0,64.0,6.7,79000,234286,2
1265,1926.0,The Wolfman,R,2010-02-12,103.0,43.0,5.8,8500000,140244,2
1266,1927.0,Get Him to the Greek,R,2010-06-04,109.0,65.0,6.3,200000,140016,1
1277,1938.0,Predators,R,2010-07-09,107.0,51.0,6.4,2500000,115504,4
1282,1944.0,Cats,PG,2019-12-20,110.0,32.0,2.7,8000000,109045,5
1368,2038.0,Rabbit Hole,PG-13,2011-01-28,91.0,76.0,7.0,6000000,36497,11
1381,2057.0,The Perfect Game,PG,2010-04-16,118.0,42.0,6.9,200000,28835,6
1394,2084.0,Les amours imaginaires,Not Rated,2010-09-29,101.0,70.0,7.1,10000000,12589255,4
1407,2110.0,Fish Tank,Not Rated,2009-09-11,123.0,81.0,7.3,2300000,0,21
1410,2114.0,Enter the Void,Not Rated,2010-05-05,161.0,69.0,7.3,237000000,760507625,6
1411,2116.0,The Yellow Handkerchief,PG-13,2009-11-19,102.0,62.0,6.7,210000000,402111870,13
1412,2117.0,Today's Special,R,2009-11-11,99.0,57.0,6.6,250000000,302089278,2
1413,2120.0,Holy Rollers,R,2010-12-23,89.0,51.0,5.9,50000000,296623634,28
1414,2126.0,Life During Wartime,R,2010-04-16,98.0,69.0,6.4,175000000,293004164,4
1415,2127.0,The Tempest,PG-13,2011-01-07,110.0,43.0,5.4,35000000,277322503,9
1416,2129.0,L'ennemi public n°1,R,2008-11-19,133.0,72.0,7.5,140000000,257730019,9
1417,2130.0,Countdown to Zero,PG,2010-07-30,91.0,70.0,6.9,35000000,255959475,6
1418,2132.0,Jean-Michel Basquiat: The Radiant Child,Not Rated,2011-04-12,88.0,74.0,7.8,70000000,219614612,8
1419,2134.0,My Dog Tulip,Not Rated,2011-05-06,83.0,80.0,6.8,90000000,209028679,19
1420,2135.0,Frozen,PG,2013-11-27,102.0,75.0,7.4,175000000,198351526,2
1422,2140.0,The Killer Inside Me,R,2010-06-08,109.0,53.0,6.1,150000000,179883157,13
1423,2149.0,Legendary,PG-13,2010-09-09,107.0,39.0,6.2,150000000,177243721,17
1424,2150.0,South of the Border,Not Rated,2010-06-03,78.0,45.0,7.0,200000000,166112167,19
1425,2151.0,The Nutcracker in 3D,PG,2011-12-08,110.0,18.0,4.2,40000000,163958031,10
1427,2153.0,Client 9: The Rise and Fall of Eliot Spitzer,R,2011-03-04,117.0,68.0,7.4,175000000,150201498,15
1428,2156.0,Twelve,R,2010-08-06,93.0,22.0,5.6,26000000,146336178,17
1429,2158.0,The Human Centipede (First Sequence),R,2010-04-28,92.0,33.0,4.4,25000000,145000989,6
1430,2159.0,Winnebago Man,Not Rated,2009-03-14,85.0,71.0,7.2,150000000,133375846,6
1431,2160.0,Queen of the Lot,R,2010-11-19,120.0,42.0,5.3,200000000,125322469,6
1432,2161.0,Casino Jack and the United States of Money,R,2010-01-01,118.0,68.0,7.1,100000000,124870275,6
1434,2165.0,The Disappearance of Alice Creed,R,2010-04-30,100.0,65.0,6.7,150000000,119436770,5
1435,2169.0,Welcome to the Rileys,R,2011-11-18,110.0,50.0,7.0,30000000,115646235,28
1437,2175.0,Le père de mes enfants,Not Rated,2009-12-16,110.0,76.0,6.7,60000000,109205660,0
1438,2177.0,Love Ranch,R,2011-01-06,117.0,37.0,5.6,450000,107918810,10
1439,2180.0,Tau ming chong,R,2007-12-12,126.0,70.0,7.0,138000000,107509799,10
1440,2181.0,Joheunnom nabbeunnom isanghannom,R,2008-07-17,130.0,69.0,7.3,105000000,104400899,10
1441,2183.0,"Lovely, Still",PG,2010-03-27,92.0,57.0,7.1,102500000,97104620,10
1443,2185.0,The Big Uneasy,Not Rated,2010-08-30,98.0,54.0,7.3,40000000,93953653,1
1445,2187.0,Breaking Upwards,TV-MA,2009-03-14,88.0,56.0,6.1,38000000,88915214,51
1446,2188.0,Bran Nue Dae,PG-13,2010-01-14,85.0,54.0,6.2,25000000,83823381,7
1447,2191.0,Touching Home,PG-13,2010-04-29,108.0,52.0,5.8,50000000,79957634,10
1448,2192.0,Kynodontas,Not Rated,2009-11-11,97.0,73.0,7.2,30000000,79576189,10
1449,2193.0,Best Worst Movie,Not Rated,2009-03-14,93.0,61.0,7.3,100000000,77233467,32
1450,2194.0,Blood Done Sign My Name,PG-13,2010-02-19,128.0,49.0,6.6,23600000,75590286,1
1451,2195.0,Wild Target,PG-13,2010-06-18,98.0,41.0,6.8,60000000,75286229,11
1452,2197.0,After.Life,R,2009-12-16,104.0,36.0,5.9,53000000,73357727,6
1453,2198.0,Bellamy,Not Rated,2009-02-25,110.0,71.0,5.9,35000000,73178547,10
1455,2202.0,Freakonomics,PG-13,2010-09-03,85.0,58.0,6.4,40000000,72013010,6
1456,2204.0,The Good Guy,R,2010-02-19,90.0,47.0,5.8,20000000,68261644,22
1457,2205.0,8: The Mormon Proposition,R,2010-01-24,80.0,55.0,7.0,50000000,67172595,53
1458,2206.0,Bhutto,Unrated,2010-11-01,111.0,68.0,7.7,40000000,66477700,17
1459,2208.0,I Spit on Your Grave,R,2011-01-20,108.0,27.0,6.3,110000000,65452312,30
1461,2214.0,Kisses,Not Rated,2008-11-21,72.0,68.0,7.3,40000000,64167069,32
1463,2216.0,Samâ uôzu,PG,2009-08-01,114.0,63.0,7.5,42000000,60054530,10
1464,2220.0,La siciliana ribelle,Not Rated,2010-08-04,115.0,48.0,6.9,30000000,58715510,10
1467,2232.0,Hatchet II,R,2010-11-01,85.0,49.0,5.5,72500000,51855045,12
1470,2240.0,O Estranho Caso de Angélica,Unrated,2011-03-16,97.0,75.0,6.3,35000000,49492060,5
1471,2241.0,Le code a changé,Not Rated,2010-08-27,100.0,59.0,5.8,100000000,49438370,5
1474,2253.0,L'armée du crime,Not Rated,2010-08-20,139.0,76.0,6.7,95000000,44114232,6
1475,2254.0,Banlieue 13: Ultimatum,R,2009-02-18,101.0,64.0,6.5,60000000,43337279,6
1476,2256.0,Le refuge,Unrated,2010-09-10,88.0,61.0,6.4,16000000,42670410,6
1477,2258.0,Barbe bleue,Not Rated,2010-04-01,80.0,73.0,6.3,60000000,42194060,6
1479,2261.0,Spoken Word,TV-PG,2009-03-01,116.0,56.0,6.5,20000000,41596251,8
1480,2262.0,Videocracy,Not Rated,2009-08-28,85.0,60.0,6.5,60000000,40572825,1
1481,2263.0,In My Sleep,PG-13,2010-04-23,104.0,33.0,5.5,8500000,39471742,19
1482,2266.0,Valhalla Rising,Not Rated,2010-03-31,93.0,61.0,6.1,80000000,38577772,11
1483,2269.0,Lbs.,Not Rated,2010-03-26,99.0,63.0,6.9,50000000,38122883,5
1484,2272.0,Deux de la Vague,Not Rated,2010-05-19,91.0,59.0,6.7,60000000,37491364,5
1485,2278.0,The Exploding Girl,Unrated,2010-05-06,79.0,69.0,6.2,60000000,37017955,7
1489,2287.0,"Hugh Hefner: Playboy, Activist and Rebel",R,2010-06-05,124.0,55.0,7.0,15000000,33862903,15
1491,2289.0,Toe to Toe,Not Rated,2010-02-26,104.0,62.0,5.3,22000000,33316821,19
1492,2292.0,The Good Heart,R,2010-03-17,99.0,40.0,6.9,87000,3100000,20
1493,2294.0,Prince of Broadway,Not Rated,2010-09-03,100.0,57.0,6.8,24000000,32428195,20
1494,2303.0,Great Directors,Not Rated,2010-09-30,90.0,49.0,6.5,7500000,32425665,12
1495,2304.0,Bitch Slap,R,2009-11-06,109.0,19.0,4.5,47000000,32011576,23
1496,2307.0,American Radical: The Trials of Norman Finkelstein,Not Rated,2010-02-11,84.0,71.0,7.9,60000000,31853584,2
1497,2308.0,Paper Man,R,2014-05-01,110.0,37.0,6.6,38000000,31811527,26
1498,2311.0,Don McKay,R,2009-04-24,87.0,50.0,5.8,30000000,31749894,3
1499,2315.0,The Living Wake,PG-13,2007-06-08,91.0,37.0,6.3,58000000,29580087,3
1500,2319.0,The Dry Land,R,2010-01-24,92.0,47.0,5.6,20000000,29062561,3
