movie_id,title,movie_rating,release_date,runtime,metascore,imdb_rating
3492,Museum Hours,Not Rated,2013-09-06,107,84.0,6.9
3493,Scatter My Ashes at Bergdorf's,PG-13,2013-05-03,93,55.0,6.3
3494,Les saveurs du Palais,PG-13,2012-09-19,95,61.0,6.4
3497,Sinsegye,Not Rated,2013-02-21,135,58.0,7.6
3498,Upstream Color,Not Rated,2013-08-30,96,81.0,6.7
3499,Sound City,Not Rated,2013-02-18,107,76.0,7.8
3501,Kapringen,R,2012-09-20,103,82.0,7.2
3502,Ain't Them Bodies Saints,R,2013-08-16,96,74.0,6.4
3504,Dans la maison,R,2012-10-10,105,72.0,7.4
3505,Alceste à bicyclette,Not Rated,2013-01-16,104,61.0,6.6
3506,The Armstrong Lie,R,2013-11-14,124,67.0,7.3
3507,At Any Price,R,2013-05-01,105,61.0,5.6
3508,Dirty Wars,Not Rated,2013-10-18,87,76.0,7.5
3511,Hava Nagila: The Movie,Not Rated,2013-10-17,75,59.0,6.0
3514,Lovelace,R,2013-08-08,93,51.0,6.2
3516,Drinking Buddies,R,2013-07-25,90,71.0,6.1
3518,Diana,PG-13,2013-09-20,113,35.0,5.5
3521,The Angels' Share,R,2012-06-01,101,66.0,7.0
3522,Elle s'en va,Not Rated,2013-09-18,116,60.0,6.4
3525,Ernest et Célestine,PG,2014-02-28,80,86.0,7.9
3527,Rebelle,Not Rated,2012-08-23,90,84.0,7.1
3528,Room 237,Not Rated,2012-10-26,102,80.0,6.2
3530,Linsanity,PG,2013-10-02,89,52.0,7.3
3532,Blancanieves,PG-13,2012-09-28,104,82.0,7.5
3535,InAPPropriate Comedy,R,2014-07-17,83,1.0,2.8
3536,Like Someone in Love,Not Rated,2012-09-15,109,76.0,7.0
3538,The Summit,R,2013-11-22,95,63.0,6.9
3539,Arthur Newman,R,2013-06-13,101,42.0,5.7
3540,Prince Avalanche,R,2013-09-19,94,73.0,6.4
3541,Tu seras mon fils,R,2013-08-16,102,67.0,6.9
3543,No Place on Earth,PG-13,2013-05-09,83,58.0,7.0
3544,Cutie and the Boxer,R,2013-08-01,82,83.0,7.2
3545,Crystal Fairy y el cactus mágico,Not Rated,2014-04-24,98,67.0,5.8
3547,Populaire,R,2013-09-06,111,58.0,6.9
3548,The Broken Circle Breakdown,Not Rated,2012-10-10,111,70.0,7.7
3549,Afternoon Delight,R,2013-09-15,98,50.0,5.7
3551,Escape from Tomorrow,Not Rated,2014-07-19,90,58.0,5.1
3552,Copperhead,PG-13,2013-06-28,120,34.0,5.6
3554,On the Job,Not Rated,2013-08-28,118,70.0,7.0
3555,Mother of George,R,2013-01-18,107,77.0,6.4
3556,A.C.O.D.,R,2013-01-23,88,50.0,5.7
3557,Free the Mind,Not Rated,2013-05-03,80,51.0,6.3
3558,LUV,R,2015-09-01,94,52.0,6.0
3559,Tian zhu ding,Not Rated,2013-12-11,130,77.0,7.1
3560,Somm,Not Rated,2013-06-21,94,58.0,7.1
3562,"Syngué sabour, pierre de patience",R,2013-02-20,102,64.0,6.9
3565,John Dies at the End,R,2012-12-27,99,53.0,6.4
3566,Good Ol' Freda,PG,2013-09-06,86,60.0,7.3
3567,Jeonseolui joomeok,Not Rated,2013-04-12,154,47.0,6.8
3568,Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,Not Rated,2013-11-25,88,76.0,7.1
3570,Du zhan,R,2013-04-04,107,86.0,7.0
3572,Europa Report,PG-13,2013-06-27,90,68.0,6.4
3574,The Square,R,2017-08-25,151,73.0,7.2
3579,Dupa dealuri,Not Rated,2012-10-26,152,79.0,7.5
3583,Bettie Page Reveals All,R,2013-11-22,101,64.0,7.1
3584,Augustine,Not Rated,2012-11-07,102,74.0,6.1
3585,Big Star: Nothing Can Hurt Me,PG-13,2014-08-01,113,69.0,7.1
3586,Upside Down,PG-13,2013-05-01,109,45.0,6.4
3587,Computer Chess,Not Rated,2013-08-01,92,74.0,6.3
3590,Das letzte Schweigen,Not Rated,2010-08-19,118,72.0,7.0
3591,Spinning Plates,Not Rated,2013-10-25,93,65.0,7.1
3594,Blue Caprice,R,2015-05-18,93,76.0,6.0
3597,Les beaux jours,Not Rated,2013-06-19,94,57.0,6.3
3598,Passion,R,2013-08-30,102,53.0,5.3
3599,Byzantium,R,2013-05-31,118,66.0,6.5
3600,Reality,R,2012-09-28,116,76.0,6.8
3601,We Are What We Are,R,2013-10-25,105,71.0,5.9
3602,Una noche,Not Rated,2013-01-18,90,68.0,6.8
3603,Après mai,Not Rated,2012-11-14,122,76.0,6.4
3604,Stuck in Love,R,2013-05-02,97,49.0,7.2
3605,El artista y la modelo,R,2013-08-02,105,53.0,6.6
3606,More Than Honey,Unrated,2012-11-08,95,70.0,7.6
3609,No One Lives,R,2013-05-10,86,26.0,6.0
3610,An Oversimplification of Her Beauty,TV-MA,2013-04-12,84,74.0,6.4
3611,Violette,Not Rated,2013-11-06,139,72.0,6.9
3613,Go for Sisters,Unrated,2013-03-11,123,59.0,6.4
3616,Pandora's Promise,Not Rated,2013-11-15,87,54.0,7.4
3618,Don't Stop Believin': Everyman's Journey,R,2013-03-08,105,53.0,7.0
3620,How I Live Now,R,2013-10-04,101,57.0,6.5
3621,The English Teacher,R,2013-08-01,93,42.0,5.8
3627,C.O.G.,R,2013-01-20,88,60.0,5.6
3628,Leonie,PG-13,2010-11-20,102,40.0,6.0
3633,The Pervert's Guide to Ideology,Not Rated,2013-11-01,136,71.0,7.7
3637,Wrong,Not Rated,2013-02-01,94,58.0,6.3
3638,Flores Raras,Not Rated,2013-08-16,118,44.0,7.0
3639,American Made Movie,G,2013-08-30,82,54.0,6.1
3640,Greedy Lying Bastards,PG-13,2013-03-08,90,56.0,5.7
3641,My Brother the Devil,Not Rated,2012-11-09,111,71.0,6.6
3643,The We and the I,Not Rated,2012-09-12,103,65.0,6.1
3645,Wish You Were Here,R,2013-06-07,89,60.0,5.9
3646,Sightseers,Not Rated,2013-05-10,88,69.0,6.5
3647,Aftershock,R,2014-06-12,89,39.0,4.8
3649,How to Make Money Selling Drugs,Not Rated,2013-12-26,96,69.0,7.6
3651,Post Tenebras Lux,Not Rated,2012-11-23,115,69.0,6.6
3653,Die Wand,Not Rated,2012-10-05,108,67.0,6.8
3654,Concussion,PG-13,2015-12-25,123,55.0,7.1
3655,Mumia: Long Distance Revolutionary,Not Rated,2013-02-01,120,41.0,7.5
3657,Savannah,PG-13,2014-04-25,101,25.0,5.8
3660,Touchy Feely,R,2014-05-16,89,55.0,5.3
3661,A Glimpse Inside the Mind of Charles Swan III,R,2013-03-14,86,28.0,4.7
3663,Far Out Isn't Far Enough: The Tomi Ungerer Story,Not Rated,2012-12-19,98,73.0,7.8
3664,Camille Claudel 1915,Not Rated,2013-03-13,95,65.0,6.5
3666,Les salauds,Unrated,2013-08-07,100,69.0,6.2
3668,I Give It a Year,R,2013-02-08,97,50.0,5.7
3671,Dislecksia: The Movie,Unrated,2012-04-15,83,67.0,8.2
3673,Berberian Sound Studio,Not Rated,2012-08-31,92,80.0,6.2
3675,Zaytoun,Not Rated,2013-09-20,110,39.0,6.6
3677,Long Shot: The Kevin Laue Story,PG-13,2012-10-26,93,55.0,7.5
3679,Dead Man's Burden,Not Rated,2013-05-03,93,76.0,5.5
3680,Struck by Lightning,Not Rated,2013-01-11,90,41.0,6.3
3681,Broadway Idiot,Not Rated,2013-03-01,80,51.0,7.7
3682,Tiger Eyes,PG-13,2013-06-07,92,56.0,6.3
3684,The Sweeney,R,2013-03-01,112,48.0,6.1
3686,The Citizen,PG-13,2013-09-27,99,38.0,6.9
3689,Paradies: Liebe,Unrated,2013-04-26,120,65.0,7.1
3690,Greenwich Village: Music That Defined a Generation,Unrated,2012-10-20,92,65.0,7.0
3696,The ABCs of Death,Not Rated,2013-04-26,129,43.0,4.7
3697,Évocateur: The Morton Downey Jr. Movie,R,2012-04-21,90,70.0,6.8
3698,The Selfish Giant,Not Rated,2013-10-25,91,83.0,7.3
3699,Violeta se fue a los cielos,Not Rated,2011-08-11,110,63.0,7.2
3701,Viola,Not Rated,2013-03-27,65,82.0,6.1
3703,Hunky Dory,Not Rated,2013-03-22,110,46.0,6.2
3705,Bad Milo!,R,2013-08-29,85,62.0,5.7
3706,Vous n'avez encore rien vu,Not Rated,2012-09-26,115,69.0,6.4
3707,Language of a Broken Heart,R,2013-06-07,100,33.0,5.8
3710,Bai she chuan shuo,PG-13,2011-09-28,100,41.0,5.8
3711,A Single Shot,R,2013-08-20,116,53.0,5.8
3712,Let My People Go!,Not Rated,2013-01-11,96,37.0,6.0
3714,Mental,Not Rated,2013-03-29,116,42.0,6.2
3715,The History of Future Folk,Not Rated,2013-05-31,86,67.0,7.2
3719,I Used to Be Darker,Not Rated,2013-12-25,89,69.0,5.6
3721,Love and Honor,PG-13,2013-03-22,100,28.0,5.7
3722,Dealin' with Idiots,Not Rated,2013-07-12,88,43.0,5.4
3724,"Love, Marilyn",Not Rated,2013-05-16,107,51.0,7.3
3725,The Look of Love,Not Rated,2013-07-07,101,57.0,6.0
3727,As I Lay Dying,R,2013-10-22,110,50.0,5.4
3728,I Declare War,Not Rated,2014-06-06,94,58.0,6.0
3729,Jayne Mansfield's Car,R,2013-08-20,122,48.0,6.3
3730,Kiss of the Damned,R,2013-03-28,97,48.0,5.6
3732,A Green Story,Not Rated,2013-07-18,90,27.0,5.5
3735,Greetings from Tim Buckley,Not Rated,2013-09-05,99,57.0,6.1
3738,Shanghai Calling,PG-13,2013-02-08,100,45.0,6.2
3742,Informant,Unrated,2013-09-13,81,70.0,6.1
3743,Red Obsession,Not Rated,2013-09-06,75,68.0,6.7
3745,Il futuro,Not Rated,2013-09-06,94,80.0,5.9
3747,If I Were You,R,2012-01-10,115,28.0,7.0
3748,American Sniper,R,2015-01-16,133,72.0,7.3
3749,The Hunger Games: Mockingjay - Part 1,PG-13,2014-11-21,123,64.0,6.6
3750,Guardians of the Galaxy,PG-13,2014-08-01,121,76.0,8.0
3751,Captain America: The Winter Soldier,PG-13,2014-04-04,136,70.0,7.7
3752,The Lego Movie,PG,2014-02-07,100,83.0,7.7
3753,The Hobbit: The Battle of the Five Armies,PG-13,2014-12-17,144,59.0,7.4
3754,Transformers: Age of Extinction,PG-13,2014-06-27,165,32.0,5.6
3755,Maleficent,PG,2014-05-30,97,56.0,7.0
3756,X-Men: Days of Future Past,PG-13,2014-05-23,132,75.0,7.9
3757,Big Hero 6,PG,2014-11-07,102,74.0,7.8
3758,Dawn of the Planet of the Apes,PG-13,2014-07-11,130,79.0,7.6
3759,The Amazing Spider-Man 2,PG-13,2014-05-02,142,53.0,6.6
3760,Godzilla,PG-13,2014-05-16,123,62.0,6.4
3761,22 Jump Street,R,2014-06-13,112,71.0,7.0
3762,Teenage Mutant Ninja Turtles,PG-13,2014-08-08,101,31.0,5.8
3763,Interstellar,PG-13,2014-11-07,169,74.0,8.6
3764,How to Train Your Dragon 2,PG,2014-06-13,102,76.0,7.8
3765,Gone Girl,R,2014-10-03,149,79.0,8.1
3766,Divergent,PG-13,2014-03-21,139,48.0,6.6
3767,Neighbors,R,2014-05-09,97,68.0,6.3
3768,Ride Along,PG-13,2014-01-17,99,41.0,6.2
3769,Rio 2,G,2014-04-11,101,49.0,6.3
3770,Into the Woods,PG,2014-12-25,125,69.0,5.9
3771,Lucy,R,2014-07-25,89,61.0,6.4
3772,The Fault in Our Stars,PG-13,2014-06-06,126,69.0,7.7
3773,Unbroken,PG-13,2014-12-25,137,59.0,7.2
3774,Night at the Museum: Secret of the Tomb,PG,2014-12-19,98,47.0,6.2
3775,Mr. Peabody & Sherman,PG,2014-03-07,92,59.0,6.8
3776,300: Rise of an Empire,R,2014-03-07,102,48.0,6.2
3777,The Maze Runner,PG-13,2014-09-19,113,57.0,6.8
3778,The Equalizer,R,2014-09-26,132,57.0,7.2
3779,Noah,PG-13,2014-03-28,138,68.0,5.7
3780,Edge of Tomorrow,PG-13,2014-06-06,113,71.0,7.9
3781,Non-Stop,PG-13,2014-02-28,106,56.0,6.9
3782,Heaven Is for Real,PG,2014-04-16,99,47.0,5.8
3783,The Imitation Game,PG-13,2014-12-25,114,71.0,8.0
3784,Dumb and Dumber To,PG-13,2014-11-14,109,36.0,5.6
3786,Fury,R,2014-10-17,134,64.0,7.6
3787,Tammy,R,2014-07-02,97,39.0,4.9
3788,Annabelle,R,2014-10-03,99,37.0,5.4
3789,The Other Woman,PG-13,2014-04-25,109,39.0,6.0
3790,Penguins of Madagascar,PG,2014-11-26,92,53.0,6.7
3791,Let's Be Cops,R,2014-08-13,104,30.0,6.4
3792,The Monuments Men,PG-13,2014-02-07,118,52.0,6.1
3794,The Purge: Anarchy,R,2014-07-18,103,50.0,6.4
3795,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,2014-10-10,81,54.0,6.2
3796,Think Like a Man Too,PG-13,2014-06-20,106,38.0,5.8
3797,Exodus: Gods and Kings,PG-13,2014-12-12,150,52.0,6.0
3798,The Nut Job,PG,2014-01-17,85,37.0,5.7
3799,God's Not Dead,PG,2014-03-21,113,16.0,4.7
3800,Son of God,PG-13,2014-02-28,138,37.0,5.7
3801,The Grand Budapest Hotel,R,2014-03-28,99,88.0,8.1
3803,Dracula Untold,PG-13,2014-10-10,92,40.0,6.3
3804,Horrible Bosses 2,R,2014-11-26,108,40.0,6.3
3805,The Hundred-Foot Journey,PG,2014-08-08,122,55.0,7.3
3806,No Good Deed,PG-13,2014-09-12,84,26.0,5.6
3807,Muppets Most Wanted,PG,2014-03-21,107,61.0,6.4
3808,Ouija,PG-13,2014-10-24,89,38.0,4.5
3809,The Boxtrolls,PG,2014-09-26,96,61.0,6.8
3810,Jack Ryan: Shadow Recruit,PG-13,2014-01-17,105,57.0,6.2
3811,If I Stay,PG-13,2014-08-22,107,46.0,6.7
3812,The Book of Life,PG,2014-10-17,95,67.0,7.3
3813,About Last Night,R,2014-02-14,100,62.0,6.1
3814,Into the Storm,PG-13,2014-08-08,89,44.0,5.8
3815,The Judge,R,2014-10-10,141,48.0,7.4
3816,Jersey Boys,R,2014-06-20,134,54.0,6.8
3817,Blended,PG-13,2014-05-23,117,31.0,6.5
3818,The Giver,PG-13,2014-08-15,97,47.0,6.5
3819,St. Vincent,PG-13,2014-10-24,102,64.0,7.2
3820,Need for Speed,PG-13,2014-03-14,132,39.0,6.4
3821,John Wick,R,2014-10-24,101,68.0,7.4
3822,A Million Ways to Die in the West,R,2014-05-30,116,44.0,6.1
3823,Birdman or (The Unexpected Virtue of Ignorance),R,2014-11-14,119,87.0,7.7
3824,Dolphin Tale 2,PG,2014-09-12,107,58.0,6.4
3825,The Expendables 3,PG-13,2014-08-15,126,35.0,6.1
3826,Earth to Echo,PG,2014-07-02,91,53.0,5.8
3827,Sex Tape,R,2014-07-18,94,36.0,5.1
3828,Wild,R,2014-12-19,115,74.0,7.1
3830,The Theory of Everything,PG-13,2014-11-26,123,71.0,7.7
3831,This Is Where I Leave You,R,2014-09-19,103,44.0,6.6
3832,The Gambler,R,2014-12-25,111,55.0,6.1
3833,Paranormal Activity: The Marked Ones,R,2014-01-03,84,42.0,5.0
3834,Nightcrawler,R,2014-10-31,117,76.0,7.8
3835,Chef,R,2014-05-30,114,68.0,7.3
3836,3 Days to Kill,PG-13,2014-02-21,117,40.0,6.2
3837,Deliver Us from Evil,R,2014-07-02,118,40.0,6.2
3838,Get on Up,PG-13,2014-08-01,139,71.0,6.9
3839,When the Game Stands Tall,PG,2014-08-22,115,41.0,6.7
3840,Draft Day,PG-13,2014-04-11,110,54.0,6.8
3841,Oculus,R,2014-04-11,104,61.0,6.5
3842,The Best of Me,PG-13,2014-10-17,118,29.0,6.7
3843,That Awkward Moment,R,2014-01-31,94,36.0,6.1
3844,A Walk Among the Tombstones,R,2014-09-19,114,57.0,6.5
3845,Her,R,2014-01-10,126,91.0,8.0
3846,Boyhood,R,2014-08-15,165,100.0,7.9
3847,Top Five,R,2014-12-12,102,81.0,6.4
3848,The November Man,R,2014-08-27,108,38.0,6.3
3849,Endless Love,PG-13,2014-02-14,104,30.0,6.3
3850,Pompeii,PG-13,2014-02-21,105,39.0,5.5
3851,Transcendence,PG-13,2014-04-18,119,42.0,6.2
3852,"As Above, So Below",R,2014-08-29,93,38.0,6.2
3853,Brick Mansions,PG-13,2014-04-25,90,40.0,5.7
3854,"I, Frankenstein",PG-13,2014-01-24,92,30.0,5.1
3856,Bears,G,2014-04-18,78,68.0,7.4
3857,Addicted,R,2014-10-10,106,32.0,5.1
3858,A Haunted House 2,R,2014-04-18,86,17.0,4.7
3859,A Most Wanted Man,R,2014-08-01,122,73.0,6.8
3860,Begin Again,R,2014-07-11,104,62.0,7.4
3861,Devil's Due,R,2014-01-17,89,34.0,4.1
3862,And So It Goes,PG-13,2014-07-25,94,38.0,5.8
3863,Step Up All In,PG-13,2014-08-08,112,45.0,6.0
3864,Beyond the Lights,PG-13,2014-11-14,116,73.0,6.9
3865,Big Eyes,PG-13,2014-12-25,106,62.0,7.0
3866,Left Behind,PG-13,2014-10-03,110,12.0,3.1
3867,Sin City: A Dame to Kill For,R,2014-08-22,102,46.0,6.5
3868,Labor Day,PG-13,2014-01-31,111,52.0,6.9
3869,Whiplash,R,2014-10-15,106,88.0,8.5
3870,Winter's Tale,PG-13,2014-02-14,118,31.0,6.2
3871,Foxcatcher,R,2015-01-16,134,81.0,7.0
3872,Island of Lemurs: Madagascar,G,2014-09-05,39,66.0,7.0
3873,Belle,PG,2014-06-13,100,64.0,7.3
3874,The Drop,R,2014-09-12,106,69.0,7.1
3876,Magic in the Moonlight,PG-13,2014-08-15,97,54.0,6.5
3877,Sabotage,R,2014-03-28,109,41.0,5.7
3878,Moms' Night Out,PG,2014-05-09,98,25.0,5.4
3879,The Quiet Ones,PG-13,2014-04-25,98,41.0,5.1
3880,Legends of Oz: Dorothy's Return,PG,2014-05-09,88,25.0,5.1
3881,Inherent Vice,R,2015-01-09,148,81.0,6.7
3882,Vampire Academy,PG-13,2014-02-07,104,31.0,5.5
3883,Bad Words,R,2014-03-28,89,57.0,6.6
3884,Cantinflas,PG,2014-09-18,102,44.0,6.6
3885,The Interview,R,2014-12-24,112,52.0,6.5
3887,A Most Violent Year,R,2015-01-30,125,79.0,7.0
3888,Cesar Chavez,PG-13,2014-03-28,102,51.0,6.4
3889,The Skeleton Twins,R,2014-09-11,93,74.0,6.8
3890,Kaze tachinu,PG-13,2014-02-21,126,83.0,7.8
3891,Snowpiercer,R,2014-07-11,126,84.0,7.1
3892,The Railway Man,R,2014-05-23,116,59.0,7.1
3893,Dear White People,R,2014-12-04,108,79.0,6.1
3894,The Lunchbox,PG,2013-09-20,104,76.0,7.8
3895,My Old Lady,PG-13,2014-11-21,107,52.0,6.4
3896,Mr. Turner,R,2014-10-31,150,94.0,6.8
3897,Ida,PG-13,2013-10-25,82,91.0,7.4
3898,Fading Gigolo,R,2014-04-09,90,58.0,6.2
3899,Calvary,R,2014-04-11,102,77.0,7.4
3900,Wish I Was Here,R,2014-07-25,106,43.0,6.6
3902,The Grand Seduction,PG-13,2014-05-30,113,57.0,7.0
3904,Before I Go to Sleep,R,2014-10-31,92,41.0,6.4
3905,Rosewater,R,2014-11-27,103,67.0,6.6
3906,Obvious Child,R,2014-08-29,84,76.0,6.8
3907,The Trip to Italy,Not Rated,2014-04-25,108,75.0,6.6
3912,Saving Christmas,PG,2014-11-14,79,18.0,1.4
3913,The Pyramid,R,2014-12-05,89,24.0,4.6
3914,The Good Lie,PG-13,2014-11-07,110,65.0,7.4
3915,Serbuan maut 2: Berandal,R,2014-04-11,150,71.0,8.0
3916,Under the Skin,R,2014-03-14,108,80.0,6.3
3919,Kill the Messenger,R,2014-10-09,112,60.0,6.9
3920,The Homesman,R,2014-05-18,122,68.0,6.6
3922,Love Is Strange,R,2014-12-18,94,82.0,6.7
3924,Le Week-End,R,2013-10-11,93,73.0,6.4
3925,Words and Pictures,PG-13,2014-07-17,111,49.0,6.6
3927,The Immigrant,R,2014-05-23,120,77.0,6.6
3929,Only Lovers Left Alive,R,2013-12-25,123,79.0,7.3
3930,Tusk,R,2014-09-19,102,55.0,5.3
3931,Tim's Vermeer,PG-13,2014-01-17,80,76.0,7.9
3932,Persecuted,PG-13,2014-07-18,91,11.0,3.5
3935,Finding Vivian Maier,Not Rated,2014-04-17,83,75.0,7.7
3936,Pride,R,2014-09-12,119,79.0,7.8
3937,"Deux jours, une nuit",PG-13,2014-05-21,95,89.0,7.3
3938,Locke,R,2014-04-18,85,81.0,7.1
3940,Turist,R,2014-12-30,120,87.0,7.3
3944,The Remaining,PG-13,2014-09-24,88,38.0,4.3
3945,Hector and the Search for Happiness,R,2014-08-14,114,29.0,7.0
3946,The Rover,R,2014-06-20,103,64.0,6.4
3947,Leviafan,R,2015-02-05,140,92.0,7.6
3948,50 to 1,PG-13,2014-03-21,110,37.0,6.5
3951,Third Person,R,2014-11-14,137,38.0,6.3
3953,Enemy,R,2014-02-06,91,61.0,6.9
3954,The Song,PG-13,2014-09-26,116,42.0,6.0
3955,The Babadook,Not Rated,2014-11-28,94,86.0,6.8
3958,Song of the Sea,PG,2015-11-20,93,85.0,8.1
3959,Life Itself,R,2018-09-21,117,21.0,6.9
3962,Palo Alto,R,2014-05-09,100,69.0,6.2
3963,Land Ho!,R,2014-01-19,95,68.0,6.0
3964,Yves Saint Laurent,R,2014-01-08,106,51.0,6.3
3966,Frankie,PG-13,2019-10-25,100,55.0,5.4
3969,Frank,R,2014-09-05,95,75.0,7.0
3971,The Signal,PG-13,2014-07-10,97,54.0,6.1
3972,The Disappearance of Eleanor Rigby: Them,R,2014-09-12,123,57.0,6.3
3974,Omar,Not Rated,2013-08-01,98,75.0,7.5
3976,23 Blast,PG-13,2014-10-24,98,45.0,6.5
3977,A Girl Walks Home Alone at Night,Not Rated,2015-04-20,101,81.0,7.0
3979,Dom Hemingway,R,2013-11-15,93,55.0,6.2
3981,The One I Love,R,2014-08-08,91,66.0,7.1
3982,On Any Sunday: The Next Chapter,PG,2014-11-07,90,53.0,7.1
3983,Tracks,PG-13,2014-03-06,112,78.0,7.2
3984,The Two Faces of January,PG-13,2014-08-28,96,66.0,6.2
3985,Last Days in Vietnam,Not Rated,2014-01-17,98,86.0,7.6
3986,The Captive,R,2014-12-12,112,36.0,5.9
3987,In Secret,R,2014-04-03,107,47.0,6.1
3988,Laggies,R,2014-10-24,99,63.0,6.4
3989,Adieu au langage,Not Rated,2014-05-28,70,75.0,5.9
3992,Cold in July,R,2014-12-31,109,73.0,6.8
3995,Wakolda,PG-13,2014-04-25,93,62.0,6.7
3999,Joe,R,2014-04-11,117,74.0,6.9
4002,Comme un chef,PG-13,2014-06-20,84,43.0,6.6
4003,La Vénus à la fourrure,Not Rated,2013-11-08,96,69.0,7.2
4006,Casse-tête chinois,R,2014-05-16,117,64.0,7.0
4007,I Origins,R,2014-09-19,106,57.0,7.4
4010,L'inconnu du lac,Not Rated,2013-06-12,100,82.0,6.9
4013,Viaggio sola,Not Rated,2013-04-24,85,51.0,6.3
4016,La Danza de la Realidad,Unrated,2013-09-04,133,76.0,7.5
4018,Antarctica: A Year on Ice,PG,2014-11-28,91,69.0,7.6
4019,"20,000 Days on Earth",Not Rated,2014-11-18,97,83.0,7.5
4020,The Unknown Known,PG-13,2014-01-16,103,69.0,7.1
4022,Night Moves,R,2014-04-23,112,75.0,6.0
4024,Life of Crime,R,2014-08-29,98,60.0,5.8
4026,La chambre bleue,R,2014-05-17,76,73.0,6.3
4027,Blue Ruin,R,2014-07-09,90,78.0,7.1
4028,The Green Prince,PG-13,2014-11-27,101,67.0,7.2
4030,Alive Inside,Not Rated,2014-10-18,78,67.0,8.2
4031,Entertainment,R,2015-11-13,103,65.0,5.7
4032,National Gallery,Not Rated,2014-10-08,180,89.0,7.3
4033,The Galapagos Affair: Satan Came to Eden,Not Rated,2014-07-25,120,69.0,6.7
4036,Diplomatie,Not Rated,2014-03-05,84,72.0,7.1
4038,Rob the Mob,R,2014-04-17,104,63.0,6.3
4040,The Double,R,2014-04-04,93,68.0,6.5
4041,Listen Up Philip,Not Rated,2014-10-21,108,76.0,6.3
4044,Vi är bäst!,Not Rated,2014-06-20,102,87.0,7.1
4045,Afternoon of a Faun: Tanaquil Le Clercq,Not Rated,2013-09-30,91,76.0,7.0
4047,The Last of Robin Hood,R,2014-12-05,94,46.0,5.7
4048,God's Pocket,R,2014-08-08,88,51.0,6.1
4049,Kis Uykusu,Not Rated,2014-06-12,196,88.0,8.1
4050,Horns,R,2014-10-03,120,46.0,6.5
4055,Alan Partridge: Alpha Papa,R,2014-02-27,90,66.0,6.9
4056,Oh Boy,Not Rated,2014-06-13,86,63.0,7.4
4058,Kids for Cash,PG-13,2015-08-01,102,75.0,7.1
4061,The Congress,Not Rated,2014-07-24,122,63.0,6.5
4062,Dancing in Jaffa,Not Rated,2013-05-01,90,74.0,6.7
4068,Make Your Move,PG-13,2014-04-17,110,40.0,5.6
4070,Afflicted,R,2015-01-27,85,56.0,6.3
4072,Kundo: Min-ran-eui si-dae,Not Rated,2014-07-23,137,56.0,6.8
4073,Knights of Badassdom,R,2014-04-11,86,56.0,5.6
4074,Libertador,R,2014-07-24,119,51.0,6.8
4075,The Overnighters,PG-13,2014-10-31,102,89.0,7.4
4077,Six Dance Lessons in Six Weeks,Not Rated,2014-12-12,107,50.0,6.6
4079,God Help the Girl,Unrated,2014-09-05,112,58.0,6.4
4080,Coherence,Not Rated,2014-08-06,89,65.0,7.2
4081,Hoje Eu Quero Voltar Sozinho,Not Rated,2014-11-07,96,71.0,7.9
4084,Ivory Tower,PG-13,2015-05-04,90,65.0,7.0
4085,Portrait de la jeune fille en feu,R,2020-02-14,122,95.0,8.1
4088,Girl on a Bicycle,R,2013-03-07,101,32.0,6.2
4089,One Chance,PG-13,2013-10-25,103,52.0,6.8
4092,Breathe In,R,2013-07-19,98,60.0,6.4
4095,Life After Beth,R,2014-07-15,89,50.0,5.7
4096,Fort McCoy,R,2014-08-15,100,47.0,5.9
4098,Le temps de l'aventure,Not Rated,2014-06-10,104,58.0,6.4
4099,Better Living Through Chemistry,Not Rated,2014-03-14,91,40.0,6.3
4101,Take Me to the River,Not Rated,2015-01-26,84,65.0,6.2
4105,A nagy füzet,R,2013-09-19,112,57.0,7.0
4111,The Art of the Steal,R,2014-06-20,90,53.0,6.3
4112,Siddharth,G,2014-06-05,96,72.0,7.3
4113,Frontera,PG-13,2014-07-31,103,58.0,6.6
4114,Feuchtgebiete,Not Rated,2013-08-22,109,77.0,5.8
4115,Cheap Thrills,Not Rated,2014-03-21,88,63.0,6.7
4116,Walk of Shame,R,2014-05-01,95,25.0,6.0
4119,Borgman,Not Rated,2013-08-29,113,66.0,6.8
4120,Ai Weiwei: The Fake Case,Not Rated,2013-11-30,86,73.0,6.4
4121,Cuban Fury,R,2014-04-11,98,52.0,6.2
4123,The Bag Man,R,2014-02-28,108,28.0,5.2
4124,Grzeli nateli dgeebi,Not Rated,2014-01-10,102,72.0,7.5
4125,Rudderless,R,2015-02-21,105,52.0,7.5
4127,Starred Up,Not Rated,2014-08-26,106,81.0,7.4
4129,Ilo Ilo,Not Rated,2013-08-29,99,85.0,7.3
4131,At Middleton,R,2013-09-05,99,60.0,6.5
4132,Tusen ganger god natt,Not Rated,2014-10-24,117,57.0,7.0
4135,Hateship Loveship,R,2014-06-12,104,59.0,6.1
4137,L'image manquante,Not Rated,2014-03-19,92,87.0,7.4
4138,The Retrieval,R,2014-04-02,92,75.0,6.6
4141,Viva la libertà,Not Rated,2013-02-14,94,42.0,7.0
4142,Lucky Them,R,2015-04-24,97,65.0,6.1
4144,A Master Builder,Not Rated,2014-06-22,130,67.0,5.9
